instrument,entry_date,entry_price,exit_date,exit_price,shares,capital_deployed,gross_pnl,pnl_pct,exit_reason
ANGELONE.NS,2026-07-13,341,2026-07-22,316.65,10,3410,-243.5,-7.141,STOP_HIT
